Pokemon,Nat,teamSprite,homeSprite,HP,Atk,Def,SpA,SpD,Spe,Total,Type_I,Type_II,Species,Height,Weight,Ability_I,Ability_Ii,Hidden_Ability,EV_Yield,Egg_Group_I,Egg_Group_Ii,Gender
Zigzagoon,263,zigzagoon.png,263.png,38,30,41,30,41,60,240,Normal,Null,Tiny Raccoon Pokemon,Null,17.5,Pickup,Gluttony,Quick Feet,1 Spe,Ground,Null,Null
Zigzagoon-galar,263,zigzagoon-galar.png,263.png,38,30,41,30,41,60,240,Dark,Normal,Tiny Raccoon Pokemon,Null,Null,Pickup,Gluttony,Quick Feet,Null,Ground,Null,Null
Linoone,264,linoone.png,264.png,78,70,61,50,61,100,420,Normal,Null,Rushing Pokemon,Null,32.5,Pickup,Gluttony,Quick Feet,2 Spe,Ground,Null,Null
Linoone-galar,264,linoone-galar.png,264.png,78,70,61,50,61,100,420,Dark,Normal,Rushing Pokemon,Null,Null,Pickup,Gluttony,Quick Feet,Null,Ground,Null,Null
Wurmple,265,wurmple.png,265.png,45,45,35,20,30,20,195,Bug,Null,Worm Pokemon,Null,3.6,Shield Dust,Null,Run Away,1 HP,Bug,Null,Null
Silcoon,266,silcoon.png,266.png,50,35,55,25,25,15,205,Bug,Null,Cocoon Pokemon,Null,10,Shed Skin,Null,Null,2 Def,Bug,Null,Null
Beautifly,267,beautifly.png,267.png,60,70,50,100,50,65,395,Bug,Flying,Butterfly Pokemon,Null,28.4,Swarm,Null,Rivalry,3 SpA,Bug,Null,Null
Cascoon,268,cascoon.png,268.png,50,35,55,25,25,15,205,Bug,Null,Cocoon Pokemon,Null,11.5,Shed Skin,Null,Null,2 Def,Bug,Null,Null
Dustox,269,dustox.png,269.png,60,50,70,50,90,65,385,Bug,Poison,Poison Moth Pokemon,Null,31.6,Shield Dust,Null,Compound Eyes,3 SpD,Bug,Null,Null
Lotad,270,lotad.png,270.png,40,30,30,40,50,30,220,Water,Grass,Water Weed Pokemon,Null,2.6,Swift Swim,Rain Dish,Own Tempo,1 SpD,Water1,Plant,Null
Lombre,271,lombre.png,271.png,60,50,50,60,70,50,340,Water,Grass,Jolly Pokemon,Null,32.5,Swift Swim,Rain Dish,Own Tempo,2 SpD,Water1,Plant,Null
Ludicolo,272,ludicolo.png,272.png,80,70,70,90,100,70,480,Water,Grass,Carefree Pokemon,Null,55,Swift Swim,Rain Dish,Own Tempo,3 SpD,Water1,Plant,Null
Seedot,273,seedot.png,273.png,40,40,50,30,30,30,220,Grass,Null,Acorn Pokemon,Null,4,Chlorophyll,Early Bird,Pickpocket,1 Def,Ground,Plant,Null
Nuzleaf,274,nuzleaf.png,274.png,70,70,40,60,40,60,340,Grass,Dark,Wily Pokemon,Null,28,Chlorophyll,Early Bird,Pickpocket,2 Atk,Ground,Plant,Null
Shiftry,275,shiftry.png,275.png,90,100,60,90,60,80,480,Grass,Dark,Wicked Pokemon,Null,59.6,Chlorophyll,Early Bird,Pickpocket,3 Atk,Ground,Plant,Null
Taillow,276,taillow.png,276.png,40,55,30,30,30,85,270,Normal,Flying,Tiny Swallow Pokemon,Null,2.3,Guts,Null,Scrappy,1 Spe,Flying,Null,Null
Swellow,277,swellow.png,277.png,60,85,60,75,50,125,455,Normal,Flying,Swallow Pokemon,Null,19.8,Guts,Null,Scrappy,2 Spe,Flying,Null,Null
Wingull,278,wingull.png,278.png,40,30,30,55,30,85,270,Water,Flying,Seagull Pokemon,Null,9.5,Keen Eye,Hydration,Rain Dish,1 Spe,Flying,Water1,Null
Pelipper,279,pelipper.png,279.png,60,50,100,95,70,65,440,Water,Flying,Water Bird Pokemon,Null,28,Keen Eye,Drizzle,Rain Dish,2 Def,Water1,Flying,Null
Ralts,280,ralts.png,280.png,28,25,25,45,35,40,198,Psychic,Fairy,Feeling Pokemon,Null,6.6,Synchronize,Trace,Telepathy,1 SpA,Humanshape,Indeterminate,Null
Kirlia,281,kirlia.png,281.png,38,35,35,65,55,50,278,Psychic,Fairy,Emotion Pokemon,Null,20.2,Synchronize,Trace,Telepathy,2 SpA,Humanshape,Indeterminate,Null
Gardevoir,282,gardevoir.png,282.png,68,65,65,125,115,80,518,Psychic,Fairy,Embrace Pokemon,Null,48.4,Synchronize,Trace,Telepathy,3 SpA,Humanshape,Indeterminate,Null
Surskit,283,surskit.png,283.png,40,30,32,50,52,65,269,Bug,Water,Pond Skater Pokemon,Null,1.7,Swift Swim,Null,Rain Dish,1 Spe,Water1,Bug,Null
Masquerain,284,masquerain.png,284.png,70,60,62,100,82,80,454,Bug,Flying,Eyeball Pokemon,Null,3.6,Intimidate,Null,Unnerve,1 SpA/1 SpD,Water1,Bug,Null
Shroomish,285,shroomish.png,285.png,60,40,60,40,60,35,295,Grass,Null,Mushroom Pokemon,Null,4.5,Effect Spore,Poison Heal,Quick Feet,1 HP,Fairy,Plant,Null
Breloom,286,breloom.png,286.png,60,130,80,60,60,70,460,Grass,Fighting,Mushroom Pokemon,Null,39.2,Effect Spore,Poison Heal,Technician,2 Atk,Plant,Fairy,Null
Slakoth,287,slakoth.png,287.png,60,60,60,35,35,30,280,Normal,Null,Slacker Pokemon,Null,24,Truant,Null,Null,1 HP,Ground,Null,Null
Vigoroth,288,vigoroth.png,288.png,80,80,80,55,55,90,440,Normal,Null,Wild Monkey Pokemon,Null,46.5,Vital Spirit,Null,Null,2 Spe,Ground,Null,Null
Slaking,289,slaking.png,289.png,150,160,100,95,65,100,670,Normal,Null,Lazy Pokemon,Null,130.5,Truant,Null,Null,3 HP,Ground,Null,Null
Nincada,290,nincada.png,290.png,31,45,90,30,30,40,266,Bug,Ground,Trainee Pokemon,Null,5.5,Compound Eyes,Null,Run Away,1 Def,Bug,Null,Null
Ninjask,291,ninjask.png,291.png,61,90,45,50,50,160,456,Bug,Flying,Ninja Pokemon,Null,12,Speed Boost,Null,Infiltrator,2 Spe,Bug,Null,Null
Shedinja,292,shedinja.png,292.png,1,90,45,30,30,40,236,Bug,Ghost,Shed Pokemon,Null,1.2,Wonder Guard,Null,Null,2 HP,Mineral,Null,Null
Whismur,293,whismur.png,293.png,64,51,23,51,23,28,240,Normal,Null,Whisper Pokemon,Null,16.3,Soundproof,Null,Rattled,1 HP,Monster,Ground,Null
Loudred,294,loudred.png,294.png,84,71,43,71,43,48,360,Normal,Null,Big Voice Pokemon,Null,40.5,Soundproof,Null,Scrappy,2 HP,Monster,Ground,Null
Exploud,295,exploud.png,295.png,104,91,63,91,73,68,490,Normal,Null,Loud Noise Pokemon,Null,84,Soundproof,Null,Scrappy,3 HP,Monster,Ground,Null
Makuhita,296,makuhita.png,296.png,72,60,30,20,30,25,237,Fighting,Null,Guts Pokemon,Null,86.4,Thick Fat,Guts,Sheer Force,1 HP,Humanshape,Null,Null
Hariyama,297,hariyama.png,297.png,144,120,60,40,60,50,474,Fighting,Null,Arm Thrust Pokemon,Null,253.8,Thick Fat,Guts,Sheer Force,2 HP,Humanshape,Null,Null
Azurill,298,azurill.png,298.png,50,20,40,20,40,20,190,Normal,Fairy,Polka Dot Pokemon,Null,2,Thick Fat,Huge Power,Sap Sipper,1 HP,No-Eggs,Null,Null
Nosepass,299,nosepass.png,299.png,30,45,135,45,90,30,375,Rock,Null,Compass Pokemon,Null,97,Sturdy,Magnet Pull,Sand Force,1 Def,Mineral,Null,Null
Skitty,300,skitty.png,300.png,50,45,45,35,35,50,260,Normal,Null,Kitten Pokemon,Null,11,Cute Charm,Normalize,Wonder Skin,1 Spe,Ground,Fairy,Null
Delcatty,301,delcatty.png,301.png,70,65,65,55,55,90,400,Normal,Null,Prim Pokemon,Null,32.6,Cute Charm,Normalize,Wonder Skin,1 HP/1 Spe,Ground,Fairy,Null
Sableye,302,sableye.png,302.png,50,75,75,65,65,50,380,Dark,Ghost,Darkness Pokemon,Null,11,Keen Eye,Stall,Prankster,1 Atk/1 Def,Humanshape,Null,Null
Mawile,303,mawile.png,303.png,50,85,85,55,55,50,380,Steel,Fairy,Deceiver Pokemon,Null,11.5,Hyper Cutter,Intimidate,Sheer Force,1 Atk/1 Def,Ground,Fairy,Null
Aron,304,aron.png,304.png,50,70,100,40,40,30,330,Steel,Rock,Iron Armor Pokemon,Null,60,Sturdy,Rock Head,Heavy Metal,1 Def,Monster,Null,Null
Lairon,305,lairon.png,305.png,60,90,140,50,50,40,430,Steel,Rock,Iron Armor Pokemon,Null,120,Sturdy,Rock Head,Heavy Metal,2 Def,Monster,Null,Null
Aggron,306,aggron.png,306.png,70,110,180,60,60,50,530,Steel,Rock,Iron Armor Pokemon,Null,360,Sturdy,Rock Head,Heavy Metal,3 Def,Monster,Null,Null
Meditite,307,meditite.png,307.png,30,40,55,40,55,60,280,Fighting,Psychic,Meditate Pokemon,Null,11.2,Pure Power,Null,Telepathy,1 Spe,Humanshape,Null,Null
Medicham,308,medicham.png,308.png,60,60,75,60,75,80,410,Fighting,Psychic,Meditate Pokemon,Null,31.5,Pure Power,Null,Telepathy,2 Spe,Humanshape,Null,Null
Electrike,309,electrike.png,309.png,40,45,40,65,40,65,295,Electric,Null,Lightning Pokemon,Null,15.2,Static,Lightning Rod,Minus,1 Spe,Ground,Null,Null
Manectric,310,manectric.png,310.png,70,75,60,105,60,105,475,Electric,Null,Discharge Pokemon,Null,40.2,Static,Lightning Rod,Minus,2 Spe,Ground,Null,Null
Plusle,311,plusle.png,311.png,60,50,40,85,75,95,405,Electric,Null,Cheering Pokemon,Null,4.2,Plus,Null,Lightning Rod,1 Spe,Fairy,Null,Null
Minun,312,minun.png,312.png,60,40,50,75,85,95,405,Electric,Null,Cheering Pokemon,Null,4.2,Minus,Null,Volt Absorb,1 Spe,Fairy,Null,Null
Volbeat,313,volbeat.png,313.png,65,73,75,47,85,85,430,Bug,Null,Firefly Pokemon,Null,17.7,Illuminate,Swarm,Prankster,1 Spe,Bug,Humanshape,Null
Illumise,314,illumise.png,314.png,65,47,75,73,85,85,430,Bug,Null,Firefly Pokemon,Null,17.7,Oblivious,Tinted Lens,Prankster,1 Spe,Bug,Humanshape,Null
Roselia,315,roselia.png,315.png,50,60,45,100,80,65,400,Grass,Poison,Thorn Pokemon,Null,2,Natural Cure,Poison Point,Leaf Guard,2 SpA,Fairy,Plant,Null
Gulpin,316,gulpin.png,316.png,70,43,53,43,53,40,302,Poison,Null,Stomach Pokemon,Null,10.3,Liquid Ooze,Sticky Hold,Gluttony,1 HP,Indeterminate,Null,Null
Swalot,317,swalot.png,317.png,100,73,83,73,83,55,467,Poison,Null,Poison Bag Pokemon,Null,80,Liquid Ooze,Sticky Hold,Gluttony,2 HP,Indeterminate,Null,Null
Carvanha,318,carvanha.png,318.png,45,90,20,65,20,65,305,Water,Dark,Savage Pokemon,Null,20.8,Rough Skin,Null,Speed Boost,1 Atk,Water2,Null,Null
Sharpedo,319,sharpedo.png,319.png,70,120,40,95,40,95,460,Water,Dark,Brutal Pokemon,Null,88.8,Rough Skin,Null,Speed Boost,2 Atk,Water2,Null,Null
Wailmer,320,wailmer.png,320.png,130,70,35,70,35,60,400,Water,Null,Ball Whale Pokemon,Null,130,Water Veil,Oblivious,Pressure,1 HP,Ground,Water2,Null
Wailord,321,wailord.png,321.png,170,90,45,90,45,60,500,Water,Null,Float Whale Pokemon,Null,398,Water Veil,Oblivious,Pressure,2 HP,Ground,Water2,Null
Numel,322,numel.png,322.png,60,60,40,65,45,35,305,Fire,Ground,Numb Pokemon,Null,24,Oblivious,Simple,Own Tempo,1 SpA,Ground,Null,Null
Camerupt,323,camerupt.png,323.png,70,100,70,105,75,40,460,Fire,Ground,Eruption Pokemon,Null,220,Magma Armor,Solid Rock,Anger Point,1 Atk/1 SpA,Ground,Null,Null
Torkoal,324,torkoal.png,324.png,70,85,140,85,70,20,470,Fire,Null,Coal Pokemon,Null,80.4,White Smoke,Drought,Shell Armor,2 Def,Ground,Null,Null
Spoink,325,spoink.png,325.png,60,25,35,70,80,60,330,Psychic,Null,Bounce Pokemon,Null,30.6,Thick Fat,Own Tempo,Gluttony,1 SpD,Ground,Null,Null
Grumpig,326,grumpig.png,326.png,80,45,65,90,110,80,470,Psychic,Null,Manipulate Pokemon,Null,71.5,Thick Fat,Own Tempo,Gluttony,2 SpD,Ground,Null,Null
Spinda,327,spinda.png,327.png,60,60,60,60,60,60,360,Normal,Null,Spot Panda Pokemon,Null,5,Own Tempo,Tangled Feet,Contrary,1 SpA,Ground,Humanshape,Null
Trapinch,328,trapinch.png,328.png,45,100,45,45,45,10,290,Ground,Null,Ant Pit Pokemon,Null,15,Hyper Cutter,Arena Trap,Sheer Force,1 Atk,Bug,Dragon,Null
Vibrava,329,vibrava.png,329.png,50,70,50,50,50,70,340,Ground,Dragon,Vibration Pokemon,Null,15.3,Levitate,Null,Null,1 Atk/1 Spe,Bug,Dragon,Null
Flygon,330,flygon.png,330.png,80,100,80,80,80,100,520,Ground,Dragon,Mystic Pokemon,Null,82,Levitate,Null,Null,1 Atk/2 Spe,Bug,Dragon,Null
Cacnea,331,cacnea.png,331.png,50,85,40,85,40,35,335,Grass,Null,Cactus Pokemon,Null,51.3,Sand Veil,Null,Water Absorb,1 SpA,Plant,Humanshape,Null
Cacturne,332,cacturne.png,332.png,70,115,60,115,60,55,475,Grass,Dark,Scarecrow Pokemon,Null,77.4,Sand Veil,Null,Water Absorb,1 Atk/1 SpA,Plant,Humanshape,Null
Swablu,333,swablu.png,333.png,45,40,60,40,75,50,310,Normal,Flying,Cotton Bird Pokemon,Null,1.2,Natural Cure,Null,Cloud Nine,1 SpD,Flying,Dragon,Null
Altaria,334,altaria.png,334.png,75,70,90,70,105,80,490,Dragon,Flying,Humming Pokemon,Null,20.6,Natural Cure,Null,Cloud Nine,2 SpD,Flying,Dragon,Null
Zangoose,335,zangoose.png,335.png,73,115,60,60,60,90,458,Normal,Null,Cat Ferret Pokemon,Null,40.3,Immunity,Null,Toxic Boost,2 Atk,Ground,Null,Null
Seviper,336,seviper.png,336.png,73,100,60,100,60,65,458,Poison,Null,Fang Snake Pokemon,Null,52.5,Shed Skin,Null,Infiltrator,1 Atk/1 SpA,Ground,Dragon,Null
Lunatone,337,lunatone.png,337.png,90,55,65,95,85,70,460,Rock,Psychic,Meteorite Pokemon,Null,168,Levitate,Null,Null,2 SpA,Mineral,Null,Null
Solrock,338,solrock.png,338.png,90,95,85,55,65,70,460,Rock,Psychic,Meteorite Pokemon,Null,154,Levitate,Null,Null,2 Atk,Mineral,Null,Null
Barboach,339,barboach.png,339.png,50,48,43,46,41,60,288,Water,Ground,Whiskers Pokemon,Null,1.9,Oblivious,Anticipation,Hydration,1 HP,Water2,Null,Null
Whiscash,340,whiscash.png,340.png,110,78,73,76,71,60,468,Water,Ground,Whiskers Pokemon,Null,23.6,Oblivious,Anticipation,Hydration,2 HP,Water2,Null,Null
Corphish,341,corphish.png,341.png,43,80,65,50,35,35,308,Water,Null,Ruffian Pokemon,Null,11.5,Hyper Cutter,Shell Armor,Adaptability,1 Atk,Water1,Water3,Null
Crawdaunt,342,crawdaunt.png,342.png,63,120,85,90,55,55,468,Water,Dark,Rogue Pokemon,Null,32.8,Hyper Cutter,Shell Armor,Adaptability,2 Atk,Water1,Water3,Null
Baltoy,343,baltoy.png,343.png,40,40,55,40,70,55,300,Ground,Psychic,Clay Doll Pokemon,Null,21.5,Levitate,Null,Null,1 SpD,Mineral,Null,Null
Claydol,344,claydol.png,344.png,60,70,105,70,120,75,500,Ground,Psychic,Clay Doll Pokemon,Null,108,Levitate,Null,Null,2 SpD,Mineral,Null,Null
Lileep,345,lileep.png,345.png,66,41,77,61,87,23,355,Rock,Grass,Sea Lily Pokemon,Null,23.8,Suction Cups,Null,Storm Drain,1 SpD,Water3,Null,Null
Cradily,346,cradily.png,346.png,86,81,97,81,107,43,495,Rock,Grass,Barnacle Pokemon,Null,60.4,Suction Cups,Null,Storm Drain,2 SpD,Water3,Null,Null
Anorith,347,anorith.png,347.png,45,95,50,40,50,75,355,Rock,Bug,Old Shrimp Pokemon,Null,12.5,Battle Armor,Null,Swift Swim,1 Atk,Water3,Null,Null
Armaldo,348,armaldo.png,348.png,75,125,100,70,80,45,495,Rock,Bug,Plate Pokemon,Null,68.2,Battle Armor,Null,Swift Swim,2 Atk,Water3,Null,Null
Feebas,349,feebas.png,349.png,20,15,20,10,55,80,200,Water,Null,Fish Pokemon,Null,7.4,Swift Swim,Oblivious,Adaptability,1 Spe,Water1,Dragon,Null
Milotic,350,milotic.png,350.png,95,60,79,100,125,81,540,Water,Null,Tender Pokemon,Null,162,Marvel Scale,Competitive,Cute Charm,2 SpD,Water1,Dragon,Null
Castform,351,castform.png,351.png,70,70,70,70,70,70,420,Normal,Null,Weather Pokemon,Null,0.8,Forecast,Null,Null,1 HP,Fairy,Indeterminate,Null
Kecleon,352,kecleon.png,352.png,60,90,70,60,120,40,440,Normal,Null,Color Swap Pokemon,Null,22,Color Change,Null,Protean,1 SpD,Ground,Null,Null
Shuppet,353,shuppet.png,353.png,44,75,35,63,33,45,295,Ghost,Null,Puppet Pokemon,Null,2.3,Insomnia,Frisk,Cursed Body,1 Atk,Indeterminate,Null,Null
Banette,354,banette.png,354.png,64,115,65,83,63,65,455,Ghost,Null,Marionette Pokemon,Null,12.5,Insomnia,Frisk,Cursed Body,2 Atk,Indeterminate,Null,Null
Duskull,355,duskull.png,355.png,20,40,90,30,90,25,295,Ghost,Null,Requiem Pokemon,Null,15,Levitate,Null,Frisk,1 SpD,Indeterminate,Null,Null
Dusclops,356,dusclops.png,356.png,40,70,130,60,130,25,455,Ghost,Null,Beckon Pokemon,Null,30.6,Pressure,Null,Frisk,1 Def/1 SpD,Indeterminate,Null,Null
Tropius,357,tropius.png,357.png,99,68,83,72,87,51,460,Grass,Flying,Fruit Pokemon,Null,100,Chlorophyll,Solar Power,Harvest,2 HP,Monster,Plant,Null
Chimecho,358,chimecho.png,358.png,75,50,80,95,90,65,455,Psychic,Null,Wind Chime Pokemon,Null,1,Levitate,Null,Null,1 SpA/1 SpD,Indeterminate,Null,Null
Absol,359,absol.png,359.png,65,130,60,75,60,75,465,Dark,Null,Disaster Pokemon,Null,47,Pressure,Super Luck,Justified,2 Atk,Ground,Null,Null
Wynaut,360,wynaut.png,360.png,95,23,48,23,48,23,260,Psychic,Null,Bright Pokemon,Null,14,Shadow Tag,Null,Telepathy,1 HP,No-Eggs,Null,Null
Snorunt,361,snorunt.png,361.png,50,50,50,50,50,50,300,Ice,Null,Snow Hat Pokemon,Null,16.8,Inner Focus,Ice Body,Moody,1 HP,Fairy,Mineral,Null
Glalie,362,glalie.png,362.png,80,80,80,80,80,80,480,Ice,Null,Face Pokemon,Null,256.5,Inner Focus,Ice Body,Moody,2 HP,Fairy,Mineral,Null
Spheal,363,spheal.png,363.png,70,40,50,55,50,25,290,Ice,Water,Clap Pokemon,Null,39.5,Thick Fat,Ice Body,Oblivious,1 HP,Water1,Ground,Null
Sealeo,364,sealeo.png,364.png,90,60,70,75,70,45,410,Ice,Water,Ball Roll Pokemon,Null,87.6,Thick Fat,Ice Body,Oblivious,2 HP,Water1,Ground,Null
Walrein,365,walrein.png,365.png,110,80,90,95,90,65,530,Ice,Water,Ice Break Pokemon,Null,150.6,Thick Fat,Ice Body,Oblivious,3 HP,Water1,Ground,Null
Clamperl,366,clamperl.png,366.png,35,64,85,74,55,32,345,Water,Null,Bivalve Pokemon,Null,52.5,Shell Armor,Null,Rattled,1 Def,Water1,Null,Null
Huntail,367,huntail.png,367.png,55,104,105,94,75,52,485,Water,Null,Deep Sea Pokemon,Null,27,Swift Swim,Null,Water Veil,1 Atk/1 Def,Water1,Null,Null
Gorebyss,368,gorebyss.png,368.png,55,84,105,114,75,52,485,Water,Null,South Sea Pokemon,Null,22.6,Swift Swim,Null,Hydration,2 SpA,Water1,Null,Null
Relicanth,369,relicanth.png,369.png,100,90,130,45,65,55,485,Water,Rock,Longevity Pokemon,Null,23.4,Swift Swim,Rock Head,Sturdy,1 HP/1 Def,Water1,Water2,Null
Luvdisc,370,luvdisc.png,370.png,43,30,55,40,65,97,330,Water,Null,Rendezvous Pokemon,Null,8.7,Swift Swim,Null,Hydration,1 Spe,Water2,Null,Null
Bagon,371,bagon.png,371.png,45,75,60,40,30,50,300,Dragon,Null,Rock Head Pokemon,Null,42.1,Rock Head,Null,Sheer Force,1 Atk,Dragon,Null,Null
Shelgon,372,shelgon.png,372.png,65,95,100,60,50,50,420,Dragon,Null,Endurance Pokemon,Null,110.5,Rock Head,Null,Overcoat,2 Def,Dragon,Null,Null
Salamence,373,salamence.png,373.png,95,135,80,110,80,100,600,Dragon,Flying,Dragon Pokemon,Null,102.6,Intimidate,Null,Moxie,3 Atk,Dragon,Null,Null
Beldum,374,beldum.png,374.png,40,55,80,35,60,30,300,Steel,Psychic,Iron Ball Pokemon,Null,95.2,Clear Body,Null,Light Metal,1 Def,Mineral,Null,Null
Metang,375,metang.png,375.png,60,75,100,55,80,50,420,Steel,Psychic,Iron Claw Pokemon,Null,202.5,Clear Body,Null,Light Metal,2 Def,Mineral,Null,Null
Metagross,376,metagross.png,376.png,80,135,130,95,90,70,600,Steel,Psychic,Iron Leg Pokemon,Null,550,Clear Body,Null,Light Metal,3 Def,Mineral,Null,Null
Regirock,377,regirock.png,377.png,80,100,200,50,100,50,580,Rock,Null,Rock Peak Pokemon,Null,230,Clear Body,Null,Sturdy,3 Def,No-Eggs,Null,Null
Regice,378,regice.png,378.png,80,50,100,100,200,50,580,Ice,Null,Iceberg Pokemon,Null,175,Clear Body,Null,Ice Body,3 SpD,No-Eggs,Null,Null
Registeel,379,registeel.png,379.png,80,75,150,75,150,50,580,Steel,Null,Iron Pokemon,Null,205,Clear Body,Null,Light Metal,2 Def/1 SpD,No-Eggs,Null,Null
Latias,380,latias.png,380.png,80,80,90,110,130,110,600,Dragon,Psychic,Eon Pokemon,Null,40,Levitate,Null,Null,3 SpD,No-Eggs,Null,Null
Latios,381,latios.png,381.png,80,90,80,130,110,110,600,Dragon,Psychic,Eon Pokemon,Null,60,Levitate,Null,Null,3 SpA,No-Eggs,Null,Null
Kyogre,382,kyogre.png,382.png,100,100,90,150,140,90,670,Water,Null,Sea Basin Pokemon,Null,352,Drizzle,Null,Null,3 SpA,No-Eggs,Null,Null
Groudon,383,groudon.png,383.png,100,150,140,100,90,90,670,Ground,Null,Continent Pokemon,Null,950,Drought,Null,Null,3 Atk,No-Eggs,Null,Null
Rayquaza,384,rayquaza.png,384.png,105,150,90,150,90,95,680,Dragon,Flying,Sky High Pokemon,Null,206.5,Air Lock,Null,Null,2 Atk/1 SpA,No-Eggs,Null,Null
Jirachi,385,jirachi.png,385.png,100,100,100,100,100,100,600,Steel,Psychic,Wish Pokemon,Null,1.1,Serene Grace,Null,Null,3 HP,No-Eggs,Null,Null
Deoxys,386,deoxys.png,386.png,50,150,50,150,50,150,600,Psychic,Null,DNA Pokemon,Null,60.8,Pressure,Null,Null,1 Atk/1 SpA/1 Spe,No-Eggs,Null,Null
Turtwig,387,turtwig.png,387.png,55,68,64,45,55,31,318,Grass,Null,Tiny Leaf Pokemon,Null,10.2,Overgrow,Null,Shell Armor,1 Atk,Monster,Plant,Null
Grotle,388,grotle.png,388.png,75,89,85,55,65,36,405,Grass,Null,Grove Pokemon,Null,97,Overgrow,Null,Shell Armor,1 Atk/1 Def,Monster,Plant,Null
Torterra,389,torterra.png,389.png,95,109,105,75,85,56,525,Grass,Ground,Continent Pokemon,Null,310,Overgrow,Null,Shell Armor,2 Atk/1 Def,Monster,Plant,Null
Chimchar,390,chimchar.png,390.png,44,58,44,58,44,61,309,Fire,Null,Chimp Pokemon,Null,6.2,Blaze,Null,Iron Fist,1 Spe,Ground,Humanshape,Null
Monferno,391,monferno.png,391.png,64,78,52,78,52,81,405,Fire,Fighting,Playful Pokemon,Null,22,Blaze,Null,Iron Fist,1 Spe/1 SpA,Ground,Humanshape,Null
Infernape,392,infernape.png,392.png,76,104,71,104,71,108,534,Fire,Fighting,Flame Pokemon,Null,55,Blaze,Null,Iron Fist,1 Atk/1 SpA/1 Spe,Humanshape,Ground,Null
Piplup,393,piplup.png,393.png,53,51,53,61,56,40,314,Water,Null,Penguin Pokemon,Null,5.2,Torrent,Null,Defiant,1 SpA,Water1,Ground,Null
Prinplup,394,prinplup.png,394.png,64,66,68,81,76,50,405,Water,Null,Penguin Pokemon,Null,23,Torrent,Null,Defiant,2 SpA,Water1,Ground,Null
Empoleon,395,empoleon.png,395.png,84,86,88,111,101,60,530,Water,Steel,Emperor Pokemon,Null,84.5,Torrent,Null,Defiant,3 SpA,Water1,Ground,Null
Starly,396,starly.png,396.png,40,55,30,30,30,60,245,Normal,Flying,Starling Pokemon,Null,2,Keen Eye,Null,Reckless,1 Spe,Flying,Null,Null
Staravia,397,staravia.png,397.png,55,75,50,40,40,80,340,Normal,Flying,Starling Pokemon,Null,15.5,Intimidate,Null,Reckless,2 Spe,Flying,Null,Null
Staraptor,398,staraptor.png,398.png,85,120,70,50,60,100,485,Normal,Flying,Predator Pokemon,Null,24.9,Intimidate,Null,Reckless,3 Atk,Flying,Null,Null
Bidoof,399,bidoof.png,399.png,59,45,40,35,40,31,250,Normal,Null,Plump Mouse Pokemon,Null,20,Simple,Unaware,Moody,1 HP,Water1,Ground,Null
Bibarel,400,bibarel.png,400.png,79,85,60,55,60,71,410,Normal,Water,Beaver Pokemon,Null,31.5,Simple,Unaware,Moody,2 Atk,Water1,Ground,Null
Kricketot,401,kricketot.png,401.png,37,25,41,25,41,25,194,Bug,Null,Cricket Pokemon,Null,2.2,Shed Skin,Null,Run Away,1 Def,Bug,Null,Null
Kricketune,402,kricketune.png,402.png,77,85,51,55,51,65,384,Bug,Null,Cricket Pokemon,Null,25.5,Swarm,Null,Technician,2 Atk,Bug,Null,Null
Shinx,403,shinx.png,403.png,45,65,34,40,34,45,263,Electric,Null,Flash Pokemon,Null,9.5,Rivalry,Intimidate,Guts,1Atk,Ground,Null,Null
Luxio,404,luxio.png,404.png,60,85,49,60,49,60,363,Electric,Null,Spark Pokemon,Null,30.5,Rivalry,Intimidate,Guts,2 Atk,Ground,Null,Null
Luxray,405,luxray.png,405.png,80,120,79,95,79,70,523,Electric,Null,Gleam Eyes Pokemon,Null,42,Rivalry,Intimidate,Guts,3 Atk,Ground,Null,Null
Budew,406,budew.png,406.png,40,30,35,50,70,55,280,Grass,Poison,Bud Pokemon,Null,1.2,Natural Cure,Poison Point,Leaf Guard,1 SpA,No-Eggs,Null,Null
Roserade,407,roserade.png,407.png,60,70,65,125,105,90,515,Grass,Poison,Bouquet Pokemon,Null,14.5,Natural Cure,Poison Point,Technician,3 SpA,Fairy,Plant,Null
Cranidos,408,cranidos.png,408.png,67,125,40,30,30,58,350,Rock,Null,Head Butt Pokemon,Null,31.5,Mold Breaker,Null,Sheer Force,1 Atk,Monster,Null,Null
Rampardos,409,rampardos.png,409.png,97,165,60,65,50,58,495,Rock,Null,Head Butt Pokemon,Null,102.5,Mold Breaker,Null,Sheer Force,2 Atk,Monster,Null,Null
Shieldon,410,shieldon.png,410.png,30,42,118,42,88,30,350,Rock,Steel,Shield Pokemon,Null,57,Sturdy,Null,Soundproof,1 Def,Monster,Null,Null
Bastiodon,411,bastiodon.png,411.png,60,52,168,47,138,30,495,Rock,Steel,Shield Pokemon,Null,149.5,Sturdy,Null,Soundproof,2 Def,Monster,Null,Null
Burmy,412,burmy.png,412.png,40,29,45,29,45,36,224,Bug,Null,Bagworm Pokemon,Null,3.4,Shed Skin,Null,Overcoat,1 SpD,Bug,Null,Null
Wormadam,413,wormadam.png,413.png,60,59,85,79,105,36,424,Bug,Grass,Bagworm Pokemon,Null,6.5,Anticipation,Null,Overcoat,2 SpD,Bug,Null,Null
