Pokemon,Nat,teamSprite,homeSprite,HP,Atk,Def,SpA,SpD,Spe,Total,Type_I,Type_II,Species,Height,Weight,Ability_I,Ability_Ii,Hidden_Ability,EV_Yield,Egg_Group_I,Egg_Group_Ii,Gender
Cascoon,268,cascoon.png,268.png,50,35,55,25,25,15,205,Bug,null,Cocoon Pokemon,null,11.5,Shed Skin,null,null,2 Def,Bug,null,null
Dustox,269,dustox.png,269.png,60,50,70,50,90,65,385,Bug,Poison,Poison Moth Pokemon,null,31.6,Shield Dust,null,Compound Eyes,3 SpD,Bug,null,null
Lotad,270,lotad.png,270.png,40,30,30,40,50,30,220,Water,Grass,Water Weed Pokemon,null,2.6,Swift Swim,Rain Dish,Own Tempo,1 SpD,Water1,Plant,null
Lombre,271,lombre.png,271.png,60,50,50,60,70,50,340,Water,Grass,Jolly Pokemon,null,32.5,Swift Swim,Rain Dish,Own Tempo,2 SpD,Water1,Plant,null
Ludicolo,272,ludicolo.png,272.png,80,70,70,90,100,70,480,Water,Grass,Carefree Pokemon,null,55,Swift Swim,Rain Dish,Own Tempo,3 SpD,Water1,Plant,null
Seedot,273,seedot.png,273.png,40,40,50,30,30,30,220,Grass,null,Acorn Pokemon,null,4,Chlorophyll,Early Bird,Pickpocket,1 Def,Ground,Plant,null
Nuzleaf,274,nuzleaf.png,274.png,70,70,40,60,40,60,340,Grass,Dark,Wily Pokemon,null,28,Chlorophyll,Early Bird,Pickpocket,2 Atk,Ground,Plant,null
Shiftry,275,shiftry.png,275.png,90,100,60,90,60,80,480,Grass,Dark,Wicked Pokemon,null,59.6,Chlorophyll,Early Bird,Pickpocket,3 Atk,Ground,Plant,null
Taillow,276,taillow.png,276.png,40,55,30,30,30,85,270,Normal,Flying,Tiny Swallow Pokemon,null,2.3,Guts,null,Scrappy,1 Spe,Flying,null,null
Swellow,277,swellow.png,277.png,60,85,60,75,50,125,455,Normal,Flying,Swallow Pokemon,null,19.8,Guts,null,Scrappy,2 Spe,Flying,null,null
Wingull,278,wingull.png,278.png,40,30,30,55,30,85,270,Water,Flying,Seagull Pokemon,null,9.5,Keen Eye,Hydration,Rain Dish,1 Spe,Flying,Water1,null
Pelipper,279,pelipper.png,279.png,60,50,100,95,70,65,440,Water,Flying,Water Bird Pokemon,null,28,Keen Eye,Drizzle,Rain Dish,2 Def,Water1,Flying,null
Ralts,280,ralts.png,280.png,28,25,25,45,35,40,198,Psychic,Fairy,Feeling Pokemon,null,6.6,Synchronize,Trace,Telepathy,1 SpA,Humanshape,Indeterminate,null
Kirlia,281,kirlia.png,281.png,38,35,35,65,55,50,278,Psychic,Fairy,Emotion Pokemon,null,20.2,Synchronize,Trace,Telepathy,2 SpA,Humanshape,Indeterminate,null
Gardevoir,282,gardevoir.png,282.png,68,65,65,125,115,80,518,Psychic,Fairy,Embrace Pokemon,null,48.4,Synchronize,Trace,Telepathy,3 SpA,Humanshape,Indeterminate,null
Surskit,283,surskit.png,283.png,40,30,32,50,52,65,269,Bug,Water,Pond Skater Pokemon,null,1.7,Swift Swim,null,Rain Dish,1 Spe,Water1,Bug,null
Masquerain,284,masquerain.png,284.png,70,60,62,100,82,80,454,Bug,Flying,Eyeball Pokemon,null,3.6,Intimidate,null,Unnerve,1 SpA/1 SpD,Water1,Bug,null
Shroomish,285,shroomish.png,285.png,60,40,60,40,60,35,295,Grass,null,Mushroom Pokemon,null,4.5,Effect Spore,Poison Heal,Quick Feet,1 HP,Fairy,Plant,null
Breloom,286,breloom.png,286.png,60,130,80,60,60,70,460,Grass,Fighting,Mushroom Pokemon,null,39.2,Effect Spore,Poison Heal,Technician,2 Atk,Plant,Fairy,null
Slakoth,287,slakoth.png,287.png,60,60,60,35,35,30,280,Normal,null,Slacker Pokemon,null,24,Truant,null,null,1 HP,Ground,null,null
Vigoroth,288,vigoroth.png,288.png,80,80,80,55,55,90,440,Normal,null,Wild Monkey Pokemon,null,46.5,Vital Spirit,null,null,2 Spe,Ground,null,null
Slaking,289,slaking.png,289.png,150,160,100,95,65,100,670,Normal,null,Lazy Pokemon,null,130.5,Truant,null,null,3 HP,Ground,null,null
Nincada,290,nincada.png,290.png,31,45,90,30,30,40,266,Bug,Ground,Trainee Pokemon,null,5.5,Compound Eyes,null,Run Away,1 Def,Bug,null,null
Ninjask,291,ninjask.png,291.png,61,90,45,50,50,160,456,Bug,Flying,Ninja Pokemon,null,12,Speed Boost,null,Infiltrator,2 Spe,Bug,null,null
Shedinja,292,shedinja.png,292.png,1,90,45,30,30,40,236,Bug,Ghost,Shed Pokemon,null,1.2,Wonder Guard,null,null,2 HP,Mineral,null,null
Whismur,293,whismur.png,293.png,64,51,23,51,23,28,240,Normal,null,Whisper Pokemon,null,16.3,Soundproof,null,Rattled,1 HP,Monster,Ground,null
Loudred,294,loudred.png,294.png,84,71,43,71,43,48,360,Normal,null,Big Voice Pokemon,null,40.5,Soundproof,null,Scrappy,2 HP,Monster,Ground,null
Exploud,295,exploud.png,295.png,104,91,63,91,73,68,490,Normal,null,Loud Noise Pokemon,null,84,Soundproof,null,Scrappy,3 HP,Monster,Ground,null
Makuhita,296,makuhita.png,296.png,72,60,30,20,30,25,237,Fighting,null,Guts Pokemon,null,86.4,Thick Fat,Guts,Sheer Force,1 HP,Humanshape,null,null
Hariyama,297,hariyama.png,297.png,144,120,60,40,60,50,474,Fighting,null,Arm Thrust Pokemon,null,253.8,Thick Fat,Guts,Sheer Force,2 HP,Humanshape,null,null
Azurill,298,azurill.png,298.png,50,20,40,20,40,20,190,Normal,Fairy,Polka Dot Pokemon,null,2,Thick Fat,Huge Power,Sap Sipper,1 HP,No-Eggs,null,null
Nosepass,299,nosepass.png,299.png,30,45,135,45,90,30,375,Rock,null,Compass Pokemon,null,97,Sturdy,Magnet Pull,Sand Force,1 Def,Mineral,null,null
Skitty,300,skitty.png,300.png,50,45,45,35,35,50,260,Normal,null,Kitten Pokemon,null,11,Cute Charm,Normalize,Wonder Skin,1 Spe,Ground,Fairy,null
Delcatty,301,delcatty.png,301.png,70,65,65,55,55,90,400,Normal,null,Prim Pokemon,null,32.6,Cute Charm,Normalize,Wonder Skin,1 HP/1 Spe,Ground,Fairy,null
Sableye,302,sableye.png,302.png,50,75,75,65,65,50,380,Dark,Ghost,Darkness Pokemon,null,11,Keen Eye,Stall,Prankster,1 Atk/1 Def,Humanshape,null,null
Mawile,303,mawile.png,303.png,50,85,85,55,55,50,380,Steel,Fairy,Deceiver Pokemon,null,11.5,Hyper Cutter,Intimidate,Sheer Force,1 Atk/1 Def,Ground,Fairy,null
Aron,304,aron.png,304.png,50,70,100,40,40,30,330,Steel,Rock,Iron Armor Pokemon,null,60,Sturdy,Rock Head,Heavy Metal,1 Def,Monster,null,null
Lairon,305,lairon.png,305.png,60,90,140,50,50,40,430,Steel,Rock,Iron Armor Pokemon,null,120,Sturdy,Rock Head,Heavy Metal,2 Def,Monster,null,null
Aggron,306,aggron.png,306.png,70,110,180,60,60,50,530,Steel,Rock,Iron Armor Pokemon,null,360,Sturdy,Rock Head,Heavy Metal,3 Def,Monster,null,null
Meditite,307,meditite.png,307.png,30,40,55,40,55,60,280,Fighting,Psychic,Meditate Pokemon,null,11.2,Pure Power,null,Telepathy,1 Spe,Humanshape,null,null
Medicham,308,medicham.png,308.png,60,60,75,60,75,80,410,Fighting,Psychic,Meditate Pokemon,null,31.5,Pure Power,null,Telepathy,2 Spe,Humanshape,null,null
Electrike,309,electrike.png,309.png,40,45,40,65,40,65,295,Electric,null,Lightning Pokemon,null,15.2,Static,Lightning Rod,Minus,1 Spe,Ground,null,null
Manectric,310,manectric.png,310.png,70,75,60,105,60,105,475,Electric,null,Discharge Pokemon,null,40.2,Static,Lightning Rod,Minus,2 Spe,Ground,null,null
Plusle,311,plusle.png,311.png,60,50,40,85,75,95,405,Electric,null,Cheering Pokemon,null,4.2,Plus,null,Lightning Rod,1 Spe,Fairy,null,null
Minun,312,minun.png,312.png,60,40,50,75,85,95,405,Electric,null,Cheering Pokemon,null,4.2,Minus,null,Volt Absorb,1 Spe,Fairy,null,null
Volbeat,313,volbeat.png,313.png,65,73,75,47,85,85,430,Bug,null,Firefly Pokemon,null,17.7,Illuminate,Swarm,Prankster,1 Spe,Bug,Humanshape,null
Illumise,314,illumise.png,314.png,65,47,75,73,85,85,430,Bug,null,Firefly Pokemon,null,17.7,Oblivious,Tinted Lens,Prankster,1 Spe,Bug,Humanshape,null
Roselia,315,roselia.png,315.png,50,60,45,100,80,65,400,Grass,Poison,Thorn Pokemon,null,2,Natural Cure,Poison Point,Leaf Guard,2 SpA,Fairy,Plant,null
Gulpin,316,gulpin.png,316.png,70,43,53,43,53,40,302,Poison,null,Stomach Pokemon,null,10.3,Liquid Ooze,Sticky Hold,Gluttony,1 HP,Indeterminate,null,null
Swalot,317,swalot.png,317.png,100,73,83,73,83,55,467,Poison,null,Poison Bag Pokemon,null,80,Liquid Ooze,Sticky Hold,Gluttony,2 HP,Indeterminate,null,null
Carvanha,318,carvanha.png,318.png,45,90,20,65,20,65,305,Water,Dark,Savage Pokemon,null,20.8,Rough Skin,null,Speed Boost,1 Atk,Water2,null,null
Sharpedo,319,sharpedo.png,319.png,70,120,40,95,40,95,460,Water,Dark,Brutal Pokemon,null,88.8,Rough Skin,null,Speed Boost,2 Atk,Water2,null,null
Wailmer,320,wailmer.png,320.png,130,70,35,70,35,60,400,Water,null,Ball Whale Pokemon,null,130,Water Veil,Oblivious,Pressure,1 HP,Ground,Water2,null
Wailord,321,wailord.png,321.png,170,90,45,90,45,60,500,Water,null,Float Whale Pokemon,null,398,Water Veil,Oblivious,Pressure,2 HP,Ground,Water2,null
Numel,322,numel.png,322.png,60,60,40,65,45,35,305,Fire,Ground,Numb Pokemon,null,24,Oblivious,Simple,Own Tempo,1 SpA,Ground,null,null
Camerupt,323,camerupt.png,323.png,70,100,70,105,75,40,460,Fire,Ground,Eruption Pokemon,null,220,Magma Armor,Solid Rock,Anger Point,1 Atk/1 SpA,Ground,null,null
Torkoal,324,torkoal.png,324.png,70,85,140,85,70,20,470,Fire,null,Coal Pokemon,null,80.4,White Smoke,Drought,Shell Armor,2 Def,Ground,null,null
Spoink,325,spoink.png,325.png,60,25,35,70,80,60,330,Psychic,null,Bounce Pokemon,null,30.6,Thick Fat,Own Tempo,Gluttony,1 SpD,Ground,null,null
Grumpig,326,grumpig.png,326.png,80,45,65,90,110,80,470,Psychic,null,Manipulate Pokemon,null,71.5,Thick Fat,Own Tempo,Gluttony,2 SpD,Ground,null,null
Spinda,327,spinda.png,327.png,60,60,60,60,60,60,360,Normal,null,Spot Panda Pokemon,null,5,Own Tempo,Tangled Feet,Contrary,1 SpA,Ground,Humanshape,null
Trapinch,328,trapinch.png,328.png,45,100,45,45,45,10,290,Ground,null,Ant Pit Pokemon,null,15,Hyper Cutter,Arena Trap,Sheer Force,1 Atk,Bug,Dragon,null
Vibrava,329,vibrava.png,329.png,50,70,50,50,50,70,340,Ground,Dragon,Vibration Pokemon,null,15.3,Levitate,null,null,1 Atk/1 Spe,Bug,Dragon,null
Flygon,330,flygon.png,330.png,80,100,80,80,80,100,520,Ground,Dragon,Mystic Pokemon,null,82,Levitate,null,null,1 Atk/2 Spe,Bug,Dragon,null
Cacnea,331,cacnea.png,331.png,50,85,40,85,40,35,335,Grass,null,Cactus Pokemon,null,51.3,Sand Veil,null,Water Absorb,1 SpA,Plant,Humanshape,null
Cacturne,332,cacturne.png,332.png,70,115,60,115,60,55,475,Grass,Dark,Scarecrow Pokemon,null,77.4,Sand Veil,null,Water Absorb,1 Atk/1 SpA,Plant,Humanshape,null
Swablu,333,swablu.png,333.png,45,40,60,40,75,50,310,Normal,Flying,Cotton Bird Pokemon,null,1.2,Natural Cure,null,Cloud Nine,1 SpD,Flying,Dragon,null
Altaria,334,altaria.png,334.png,75,70,90,70,105,80,490,Dragon,Flying,Humming Pokemon,null,20.6,Natural Cure,null,Cloud Nine,2 SpD,Flying,Dragon,null
Zangoose,335,zangoose.png,335.png,73,115,60,60,60,90,458,Normal,null,Cat Ferret Pokemon,null,40.3,Immunity,null,Toxic Boost,2 Atk,Ground,null,null
Seviper,336,seviper.png,336.png,73,100,60,100,60,65,458,Poison,null,Fang Snake Pokemon,null,52.5,Shed Skin,null,Infiltrator,1 Atk/1 SpA,Ground,Dragon,null
Lunatone,337,lunatone.png,337.png,90,55,65,95,85,70,460,Rock,Psychic,Meteorite Pokemon,null,168,Levitate,null,null,2 SpA,Mineral,null,null
Solrock,338,solrock.png,338.png,90,95,85,55,65,70,460,Rock,Psychic,Meteorite Pokemon,null,154,Levitate,null,null,2 Atk,Mineral,null,null
Barboach,339,barboach.png,339.png,50,48,43,46,41,60,288,Water,Ground,Whiskers Pokemon,null,1.9,Oblivious,Anticipation,Hydration,1 HP,Water2,null,null
Whiscash,340,whiscash.png,340.png,110,78,73,76,71,60,468,Water,Ground,Whiskers Pokemon,null,23.6,Oblivious,Anticipation,Hydration,2 HP,Water2,null,null
Corphish,341,corphish.png,341.png,43,80,65,50,35,35,308,Water,null,Ruffian Pokemon,null,11.5,Hyper Cutter,Shell Armor,Adaptability,1 Atk,Water1,Water3,null
Crawdaunt,342,crawdaunt.png,342.png,63,120,85,90,55,55,468,Water,Dark,Rogue Pokemon,null,32.8,Hyper Cutter,Shell Armor,Adaptability,2 Atk,Water1,Water3,null
Baltoy,343,baltoy.png,343.png,40,40,55,40,70,55,300,Ground,Psychic,Clay Doll Pokemon,null,21.5,Levitate,null,null,1 SpD,Mineral,null,null
Claydol,344,claydol.png,344.png,60,70,105,70,120,75,500,Ground,Psychic,Clay Doll Pokemon,null,108,Levitate,null,null,2 SpD,Mineral,null,null
Lileep,345,lileep.png,345.png,66,41,77,61,87,23,355,Rock,Grass,Sea Lily Pokemon,null,23.8,Suction Cups,null,Storm Drain,1 SpD,Water3,null,null
Cradily,346,cradily.png,346.png,86,81,97,81,107,43,495,Rock,Grass,Barnacle Pokemon,null,60.4,Suction Cups,null,Storm Drain,2 SpD,Water3,null,null
Anorith,347,anorith.png,347.png,45,95,50,40,50,75,355,Rock,Bug,Old Shrimp Pokemon,null,12.5,Battle Armor,null,Swift Swim,1 Atk,Water3,null,null
Armaldo,348,armaldo.png,348.png,75,125,100,70,80,45,495,Rock,Bug,Plate Pokemon,null,68.2,Battle Armor,null,Swift Swim,2 Atk,Water3,null,null
Feebas,349,feebas.png,349.png,20,15,20,10,55,80,200,Water,null,Fish Pokemon,null,7.4,Swift Swim,Oblivious,Adaptability,1 Spe,Water1,Dragon,null
Milotic,350,milotic.png,350.png,95,60,79,100,125,81,540,Water,null,Tender Pokemon,null,162,Marvel Scale,Competitive,Cute Charm,2 SpD,Water1,Dragon,null
Castform,351,castform.png,351.png,70,70,70,70,70,70,420,Normal,null,Weather Pokemon,null,0.8,Forecast,null,null,1 HP,Fairy,Indeterminate,null
Kecleon,352,kecleon.png,352.png,60,90,70,60,120,40,440,Normal,null,Color Swap Pokemon,null,22,Color Change,null,Protean,1 SpD,Ground,null,null
Shuppet,353,shuppet.png,353.png,44,75,35,63,33,45,295,Ghost,null,Puppet Pokemon,null,2.3,Insomnia,Frisk,Cursed Body,1 Atk,Indeterminate,null,null
Banette,354,banette.png,354.png,64,115,65,83,63,65,455,Ghost,null,Marionette Pokemon,null,12.5,Insomnia,Frisk,Cursed Body,2 Atk,Indeterminate,null,null
Duskull,355,duskull.png,355.png,20,40,90,30,90,25,295,Ghost,null,Requiem Pokemon,null,15,Levitate,null,Frisk,1 SpD,Indeterminate,null,null
Dusclops,356,dusclops.png,356.png,40,70,130,60,130,25,455,Ghost,null,Beckon Pokemon,null,30.6,Pressure,null,Frisk,1 Def/1 SpD,Indeterminate,null,null
Tropius,357,tropius.png,357.png,99,68,83,72,87,51,460,Grass,Flying,Fruit Pokemon,null,100,Chlorophyll,Solar Power,Harvest,2 HP,Monster,Plant,null
Chimecho,358,chimecho.png,358.png,75,50,80,95,90,65,455,Psychic,null,Wind Chime Pokemon,null,1,Levitate,null,null,1 SpA/1 SpD,Indeterminate,null,null
Absol,359,absol.png,359.png,65,130,60,75,60,75,465,Dark,null,Disaster Pokemon,null,47,Pressure,Super Luck,Justified,2 Atk,Ground,null,null
Wynaut,360,wynaut.png,360.png,95,23,48,23,48,23,260,Psychic,null,Bright Pokemon,null,14,Shadow Tag,null,Telepathy,1 HP,No-Eggs,null,null
Snorunt,361,snorunt.png,361.png,50,50,50,50,50,50,300,Ice,null,Snow Hat Pokemon,null,16.8,Inner Focus,Ice Body,Moody,1 HP,Fairy,Mineral,null
Glalie,362,glalie.png,362.png,80,80,80,80,80,80,480,Ice,null,Face Pokemon,null,256.5,Inner Focus,Ice Body,Moody,2 HP,Fairy,Mineral,null
Spheal,363,spheal.png,363.png,70,40,50,55,50,25,290,Ice,Water,Clap Pokemon,null,39.5,Thick Fat,Ice Body,Oblivious,1 HP,Water1,Ground,null
Sealeo,364,sealeo.png,364.png,90,60,70,75,70,45,410,Ice,Water,Ball Roll Pokemon,null,87.6,Thick Fat,Ice Body,Oblivious,2 HP,Water1,Ground,null
Walrein,365,walrein.png,365.png,110,80,90,95,90,65,530,Ice,Water,Ice Break Pokemon,null,150.6,Thick Fat,Ice Body,Oblivious,3 HP,Water1,Ground,null
Clamperl,366,clamperl.png,366.png,35,64,85,74,55,32,345,Water,null,Bivalve Pokemon,null,52.5,Shell Armor,null,Rattled,1 Def,Water1,null,null
Huntail,367,huntail.png,367.png,55,104,105,94,75,52,485,Water,null,Deep Sea Pokemon,null,27,Swift Swim,null,Water Veil,1 Atk/1 Def,Water1,null,null
Gorebyss,368,gorebyss.png,368.png,55,84,105,114,75,52,485,Water,null,South Sea Pokemon,null,22.6,Swift Swim,null,Hydration,2 SpA,Water1,null,null
Relicanth,369,relicanth.png,369.png,100,90,130,45,65,55,485,Water,Rock,Longevity Pokemon,null,23.4,Swift Swim,Rock Head,Sturdy,1 HP/1 Def,Water1,Water2,null
Luvdisc,370,luvdisc.png,370.png,43,30,55,40,65,97,330,Water,null,Rendezvous Pokemon,null,8.7,Swift Swim,null,Hydration,1 Spe,Water2,null,null
Bagon,371,bagon.png,371.png,45,75,60,40,30,50,300,Dragon,null,Rock Head Pokemon,null,42.1,Rock Head,null,Sheer Force,1 Atk,Dragon,null,null
Shelgon,372,shelgon.png,372.png,65,95,100,60,50,50,420,Dragon,null,Endurance Pokemon,null,110.5,Rock Head,null,Overcoat,2 Def,Dragon,null,null
Salamence,373,salamence.png,373.png,95,135,80,110,80,100,600,Dragon,Flying,Dragon Pokemon,null,102.6,Intimidate,null,Moxie,3 Atk,Dragon,null,null
Beldum,374,beldum.png,374.png,40,55,80,35,60,30,300,Steel,Psychic,Iron Ball Pokemon,null,95.2,Clear Body,null,Light Metal,1 Def,Mineral,null,null
Metang,375,metang.png,375.png,60,75,100,55,80,50,420,Steel,Psychic,Iron Claw Pokemon,null,202.5,Clear Body,null,Light Metal,2 Def,Mineral,null,null
Metagross,376,metagross.png,376.png,80,135,130,95,90,70,600,Steel,Psychic,Iron Leg Pokemon,null,550,Clear Body,null,Light Metal,3 Def,Mineral,null,null
Regirock,377,regirock.png,377.png,80,100,200,50,100,50,580,Rock,null,Rock Peak Pokemon,null,230,Clear Body,null,Sturdy,3 Def,No-Eggs,null,null
Regice,378,regice.png,378.png,80,50,100,100,200,50,580,Ice,null,Iceberg Pokemon,null,175,Clear Body,null,Ice Body,3 SpD,No-Eggs,null,null
Registeel,379,registeel.png,379.png,80,75,150,75,150,50,580,Steel,null,Iron Pokemon,null,205,Clear Body,null,Light Metal,2 Def/1 SpD,No-Eggs,null,null
Latias,380,latias.png,380.png,80,80,90,110,130,110,600,Dragon,Psychic,Eon Pokemon,null,40,Levitate,null,null,3 SpD,No-Eggs,null,null
Latios,381,latios.png,381.png,80,90,80,130,110,110,600,Dragon,Psychic,Eon Pokemon,null,60,Levitate,null,null,3 SpA,No-Eggs,null,null
Kyogre,382,kyogre.png,382.png,100,100,90,150,140,90,670,Water,null,Sea Basin Pokemon,null,352,Drizzle,null,null,3 SpA,No-Eggs,null,null
Groudon,383,groudon.png,383.png,100,150,140,100,90,90,670,Ground,null,Continent Pokemon,null,950,Drought,null,null,3 Atk,No-Eggs,null,null
Rayquaza,384,rayquaza.png,384.png,105,150,90,150,90,95,680,Dragon,Flying,Sky High Pokemon,null,206.5,Air Lock,null,null,2 Atk/1 SpA,No-Eggs,null,null
Jirachi,385,jirachi.png,385.png,100,100,100,100,100,100,600,Steel,Psychic,Wish Pokemon,null,1.1,Serene Grace,null,null,3 HP,No-Eggs,null,null
Deoxys,386,deoxys.png,386.png,50,150,50,150,50,150,600,Psychic,null,DNA Pokemon,null,60.8,Pressure,null,null,1 Atk/1 SpA/1 Spe,No-Eggs,null,null
Turtwig,387,turtwig.png,387.png,55,68,64,45,55,31,318,Grass,null,Tiny Leaf Pokemon,null,10.2,Overgrow,null,Shell Armor,1 Atk,Monster,Plant,null
Grotle,388,grotle.png,388.png,75,89,85,55,65,36,405,Grass,null,Grove Pokemon,null,97,Overgrow,null,Shell Armor,1 Atk/1 Def,Monster,Plant,null
Torterra,389,torterra.png,389.png,95,109,105,75,85,56,525,Grass,Ground,Continent Pokemon,null,310,Overgrow,null,Shell Armor,2 Atk/1 Def,Monster,Plant,null
Chimchar,390,chimchar.png,390.png,44,58,44,58,44,61,309,Fire,null,Chimp Pokemon,null,6.2,Blaze,null,Iron Fist,1 Spe,Ground,Humanshape,null
Monferno,391,monferno.png,391.png,64,78,52,78,52,81,405,Fire,Fighting,Playful Pokemon,null,22,Blaze,null,Iron Fist,1 Spe/1 SpA,Ground,Humanshape,null
Infernape,392,infernape.png,392.png,76,104,71,104,71,108,534,Fire,Fighting,Flame Pokemon,null,55,Blaze,null,Iron Fist,1 Atk/1 SpA/1 Spe,Humanshape,Ground,null
Piplup,393,piplup.png,393.png,53,51,53,61,56,40,314,Water,null,Penguin Pokemon,null,5.2,Torrent,null,Defiant,1 SpA,Water1,Ground,null
Prinplup,394,prinplup.png,394.png,64,66,68,81,76,50,405,Water,null,Penguin Pokemon,null,23,Torrent,null,Defiant,2 SpA,Water1,Ground,null
Empoleon,395,empoleon.png,395.png,84,86,88,111,101,60,530,Water,Steel,Emperor Pokemon,null,84.5,Torrent,null,Defiant,3 SpA,Water1,Ground,null
Starly,396,starly.png,396.png,40,55,30,30,30,60,245,Normal,Flying,Starling Pokemon,null,2,Keen Eye,null,Reckless,1 Spe,Flying,null,null
Staravia,397,staravia.png,397.png,55,75,50,40,40,80,340,Normal,Flying,Starling Pokemon,null,15.5,Intimidate,null,Reckless,2 Spe,Flying,null,null
Staraptor,398,staraptor.png,398.png,85,120,70,50,60,100,485,Normal,Flying,Predator Pokemon,null,24.9,Intimidate,null,Reckless,3 Atk,Flying,null,null
Bidoof,399,bidoof.png,399.png,59,45,40,35,40,31,250,Normal,null,Plump Mouse Pokemon,null,20,Simple,Unaware,Moody,1 HP,Water1,Ground,null
Bibarel,400,bibarel.png,400.png,79,85,60,55,60,71,410,Normal,Water,Beaver Pokemon,null,31.5,Simple,Unaware,Moody,2 Atk,Water1,Ground,null
Kricketot,401,kricketot.png,401.png,37,25,41,25,41,25,194,Bug,null,Cricket Pokemon,null,2.2,Shed Skin,null,Run Away,1 Def,Bug,null,null
Kricketune,402,kricketune.png,402.png,77,85,51,55,51,65,384,Bug,null,Cricket Pokemon,null,25.5,Swarm,null,Technician,2 Atk,Bug,null,null
Shinx,403,shinx.png,403.png,45,65,34,40,34,45,263,Electric,null,Flash Pokemon,null,9.5,Rivalry,Intimidate,Guts,1Atk,Ground,null,null
Luxio,404,luxio.png,404.png,60,85,49,60,49,60,363,Electric,null,Spark Pokemon,null,30.5,Rivalry,Intimidate,Guts,2 Atk,Ground,null,null
Luxray,405,luxray.png,405.png,80,120,79,95,79,70,523,Electric,null,Gleam Eyes Pokemon,null,42,Rivalry,Intimidate,Guts,3 Atk,Ground,null,null
Budew,406,budew.png,406.png,40,30,35,50,70,55,280,Grass,Poison,Bud Pokemon,null,1.2,Natural Cure,Poison Point,Leaf Guard,1 SpA,No-Eggs,null,null
Roserade,407,roserade.png,407.png,60,70,65,125,105,90,515,Grass,Poison,Bouquet Pokemon,null,14.5,Natural Cure,Poison Point,Technician,3 SpA,Fairy,Plant,null
Cranidos,408,cranidos.png,408.png,67,125,40,30,30,58,350,Rock,null,Head Butt Pokemon,null,31.5,Mold Breaker,null,Sheer Force,1 Atk,Monster,null,null
Rampardos,409,rampardos.png,409.png,97,165,60,65,50,58,495,Rock,null,Head Butt Pokemon,null,102.5,Mold Breaker,null,Sheer Force,2 Atk,Monster,null,null
Shieldon,410,shieldon.png,410.png,30,42,118,42,88,30,350,Rock,Steel,Shield Pokemon,null,57,Sturdy,null,Soundproof,1 Def,Monster,null,null
Bastiodon,411,bastiodon.png,411.png,60,52,168,47,138,30,495,Rock,Steel,Shield Pokemon,null,149.5,Sturdy,null,Soundproof,2 Def,Monster,null,null
Burmy,412,burmy.png,412.png,40,29,45,29,45,36,224,Bug,null,Bagworm Pokemon,null,3.4,Shed Skin,null,Overcoat,1 SpD,Bug,null,null
Wormadam,413,wormadam.png,413.png,60,59,85,79,105,36,424,Bug,Grass,Bagworm Pokemon,null,6.5,Anticipation,null,Overcoat,2 SpD,Bug,null,null
Mothim,414,mothim.png,414.png,70,94,50,94,50,66,424,Bug,Flying,Moth Pokemon,null,23.3,Swarm,null,Tinted Lens,1 Atk/1 SpA,Bug,null,null
Combee,415,combee.png,415.png,30,30,42,30,42,70,244,Bug,Flying,Tiny Bee Pokemon,null,5.5,Honey Gather,null,Hustle,1 Spe,Bug,null,null
Vespiquen,416,vespiquen.png,416.png,70,80,102,80,102,40,474,Bug,Flying,Beehive Pokemon,null,38.5,Pressure,null,Unnerve,1 Def/1 SpD,Bug,null,null
Pachirisu,417,pachirisu.png,417.png,60,45,70,45,90,95,405,Electric,null,EleSquirrel Pokemon,null,3.9,Run Away,Pickup,Volt Absorb,1 Spe,Fairy,Ground,null
Buizel,418,buizel.png,418.png,55,65,35,60,30,85,330,Water,null,Sea Weasel Pokemon,null,29.5,Swift Swim,null,Water Veil,1 Spe,Water1,Ground,null
Floatzel,419,floatzel.png,419.png,85,105,55,85,50,115,495,Water,null,Sea Weasel Pokemon,null,33.5,Swift Swim,null,Water Veil,2 Spe,Water1,Ground,null
Cherubi,420,cherubi.png,420.png,45,35,45,62,53,35,275,Grass,null,Cherry Pokemon,null,3.3,Chlorophyll,null,null,1 SpA,Fairy,Plant,null
Cherrim,421,cherrim.png,421.png,70,60,70,87,78,85,450,Grass,null,Blossom Pokemon,null,9.3,Flower Gift,null,null,2 SpA,Fairy,Plant,null
Shellos,422,shellos.png,422.png,76,48,48,57,62,34,325,Water,null,Sea Slug Pokemon,null,6.3,Sticky Hold,Storm Drain,Sand Force,1 HP,Water1,Indeterminate,null
Gastrodon,423,gastrodon.png,423.png,111,83,68,92,82,39,475,Water,Ground,Sea Slug Pokemon,null,29.9,Sticky Hold,Storm Drain,Sand Force,2 HP,Water1,Indeterminate,null
Ambipom,424,ambipom.png,424.png,75,100,66,60,66,115,482,Normal,null,Long Tail Pokemon,null,20.3,Technician,Pickup,Skill Link,2 Spe,Ground,null,null
Drifloon,425,drifloon.png,425.png,90,50,34,60,44,70,348,Ghost,Flying,Balloon Pokemon,null,1.2,Aftermath,Unburden,Flare Boost,1 HP,Indeterminate,null,null
Drifblim,426,drifblim.png,426.png,150,80,44,90,54,80,498,Ghost,Flying,Blimp Pokemon,null,15,Aftermath,Unburden,Flare Boost,2 HP,Indeterminate,null,null
